name,MANGAID,T_11,g_i,LogMassTaylor,LogMassNSA
manga-10215-3701,1-122125,4,0.3083984691403323,8.86060006216609,9.125575596578699
manga-10215-3702,1-548639,2,0.909752993027162,10.658859610989303,10.664316602856463
manga-10215-3703,1-122138,2,0.9577077688024431,10.172400741678874,10.17760575067125
manga-10215-3704,1-153589,0,0.6878089637681875,10.325019044945055,10.430220226321072
manga-10215-6101,1-153713,3,0.8541686610931656,10.713849625973111,10.768144337839217
manga-10215-6102,1-153635,11,-0.07603252351923828,9.36504335309893,9.501089401482968
manga-10215-6103,1-122139,2,0.4225581154671758,9.453599070654274,9.689105430226313
manga-10215-6104,1-153942,4,0.5233558633187556,10.481307813124204,10.599957266802885
manga-10215-9101,1-121951,5,0.49233821979818515,9.348355283852163,9.558876497255136
manga-10215-9102,1-153613,4,0.6524973385175485,9.84950444527836,9.90209267979963
manga-10216-12701,1-382678,4,0.68920235560552,9.864827093363917,10.028965517166421
manga-10216-12702,1-412128,4,0.7679089078474455,10.106082620539539,10.16088551769164
manga-10216-12703,1-382689,4,0.45767406214646655,9.393210911952941,9.63363810028594
manga-10216-12704,1-382452,1,0.776702314422085,10.509701850655675,10.596002970384388
manga-10216-12705,1-382588,5,0.5959858775230096,9.182551738479718,9.30943639480255
manga-10216-1901,1-297909,1,49.603552977835946,17.55851228846328,10.174138340148707
manga-10216-1902,1-297863,-2,0.7843033338132805,9.830122862843657,9.985261168201355
manga-10216-3701,1-382352,0,0.8473631314747223,10.149238657050022,10.293983163234014
manga-10216-3702,1-297905,1,0.8827372524359731,10.040149927632985,10.17371060281591
manga-10216-3703,1-297825,-2,0.9639463950332896,10.101840542676145,10.153592326656822
manga-10216-3704,1-382355,0,1.0912477183279883,10.414624486362968,10.436350323512368
manga-10216-6101,1-412105,2,0.7663974897165211,10.401791034829317,10.54719608098719
manga-10216-6102,1-297871,2,0.7550597426129784,10.357805278921731,10.470817543120724
manga-10216-6103,1-297986,2,0.654107998692016,10.028600644702879,10.116332072095345
manga-10216-6104,1-297854,4,0.6003760513621224,10.417132965799848,10.468573282017369
manga-10216-9101,1-297956,-5,1.0178777201089169,11.091504449650083,11.1370976373091
manga-10216-9102,1-297970,2,0.9001319780497035,10.373536499938599,10.46039563430696
manga-10217-12701,1-382566,5,49.07998098283594,17.30184883396328,10.045776599097493
manga-10217-12702,1-411980,4,0.6941417372478291,9.993743591307268,10.099311091957842
manga-10217-12703,59-80,6,,,
manga-10217-12704,31-115,2,,,
manga-10217-12705,1-459018,4,0.4838491321634564,10.696772973004801,10.804505394485656
manga-10217-1901,1-458692,2,0.9973719973500543,10.13365345322297,10.16528588341752
manga-10217-1902,1-458676,0,0.9208378411171196,10.023426442691768,10.210583350669818
manga-10217-3701,1-459044,1,0.6221840982153317,10.190349329333863,10.285215139217264
manga-10217-3702,1-556959,-2,1.2323143055693073,10.401405138632036,10.201293318265698
manga-10217-3703,1-458727,2,0.7819863302485892,10.529124129730693,10.593875067086195
manga-10217-3704,1-458682,2,1.1850193732955425,10.703792683489416,10.544493444530483
manga-10217-6101,1-412045,-5,0.9474882691934177,11.056455178111662,11.098955060438469
manga-10217-6102,1-412043,1,1.4330708341973697,10.61679078366618,10.22487218227026
manga-10217-6103,1-412058,2,0.6116762774563433,9.941529537110426,10.046202414420081
manga-10217-6104,1-458738,-5,1.0472898402925281,11.066296858954502,11.081930296979175
manga-10217-9101,1-458705,3,0.28614269836637973,8.882539267347488,9.103954159127257
manga-10217-9102,1-604885,8,-0.048523858837878464,8.941180260691969,9.031707317603763
manga-10218-12701,1-412119,2,0.7299657078003605,10.317632914084486,10.421916374871955
manga-10218-12702,1-604851,5,0.24697620462393033,9.748769498703755,10.021247201140806
manga-10218-12703,1-382273,3,,,10.795348115307732
manga-10218-12704,1-584678,8,0.27437424589268034,8.780274201915466,8.984864267120034
manga-10218-12705,1-604875,5,0.5612881984359746,9.150805816232989,9.38118369562321
manga-10218-1901,1-382318,-2,0.28631428106195855,8.765700418251818,8.951651709960576
manga-10218-1902,1-382697,-2,1.097960730015668,10.417563852839043,10.35279781510261
manga-10218-3701,1-382312,4,0.4840394847723566,9.816871151033833,9.983762912805023
manga-10218-3702,1-382284,1,0.9960718736050609,10.697742832254123,10.772885483296216
manga-10218-3703,1-383171,2,0.9464679102518758,10.296567026599728,10.29353491220809
manga-10218-3704,1-412176,2,0.3964525039862359,9.938176875179476,10.140388611347742
manga-10218-6101,1-382557,-5,0.8914862987158614,10.878347959622909,10.993608150625256
manga-10218-6102,1-382696,0,0.8997123806660596,10.131737060667296,10.177348890367913
manga-10218-6103,1-382473,4,0.11818512400811443,9.39103169744329,9.523028116891668
manga-10218-6104,1-383177,1,0.7332896943922123,9.83621275526582,9.906996217691926
manga-10218-9101,1-412131,7,0.3550411832709415,8.640338130184546,8.743586582589915
manga-10218-9102,1-412191,3,,,10.13864683885964
manga-10219-12701,1-384262,5,0.5302977298099911,9.37506022757462,9.604237936601738
manga-10219-12702,1-556820,4,0.6845187417261513,9.81124854131945,10.009480640977426
manga-10219-12703,1-556776,2,0.887310685096665,10.95108531609733,10.96349788622195
manga-10219-12704,1-383825,5,-0.9085127999197553,10.362433678713941,11.786507950304687
manga-10219-12705,1-605208,5,0.6272919662288778,9.123813572459662,9.31964520782549
manga-10219-1901,1-384189,-2,0.7387757988719521,9.034851350665976,9.218272853571447
manga-10219-1902,1-384222,-5,0.8994906762744179,8.940536102649022,8.991243358496353
manga-10219-3701,1-384167,1,0.8861205713500482,9.212815196622962,9.296739759679415
manga-10219-3702,1-384250,-2,0.7788094620271586,9.5609914988893,9.719463047190246
manga-10219-3703,1-384363,0,0.6853189186824835,8.680835208429759,8.876542285194365
manga-10219-3704,1-384149,-5,1.0363523279161555,11.255643363384362,11.29484964690857
manga-10219-6101,1-384265,-2,0.6663336013457979,8.649033027696259,8.852870195353944
manga-10219-6102,1-384194,-2,1.0385098521464613,10.756616800952933,10.78691602545769
manga-10219-6103,1-384306,4,0.6152211574356663,9.114307579300327,9.25106851972932
manga-10219-6104,1-605180,4,0.41727290842634446,8.943283729903317,9.182086382110372
manga-10219-9101,1-384191,5,0.301799957735561,8.893147207354394,9.131326684405039
manga-10219-9102,1-605181,5,0.6342282057226498,9.796327631995231,9.991336850972244
manga-10220-12701,1-153155,5,0.5736521301960735,9.522473873953597,9.580001831896599
manga-10220-12702,1-153142,4,0.8141046833417498,10.448546924824727,10.454899714794417
manga-10220-12703,1-153151,6,0.3834028572690471,8.7963821183856,9.026353462894768
manga-10220-12704,1-136450,2,0.34062195517437743,9.292291715065655,9.57984416504448
manga-10220-12705,1-201934,5,0.4825018081863277,10.33716795454622,10.5434272977619
manga-10220-1901,1-153127,2,0.9426779313491203,9.485264942803369,9.591175950311792
manga-10220-1902,1-146605,-2,1.0197564465313071,10.008861799298879,10.076002913646382
manga-10220-3701,1-201961,0,0.6261970622205837,9.385701369100968,9.525652394099735
manga-10220-3702,1-201956,0,0.9274568184958518,10.629869646890418,10.666591916640394
manga-10220-3703,1-201936,1,0.518534669761884,9.983311202401572,10.28142428367243
manga-10220-3704,1-201970,-5,0.9615664604359679,10.66699036043298,10.727755098472187
manga-10220-6101,1-146543,-5,1.0180226886477683,10.850838419944706,10.83279430367023
manga-10220-6102,1-201919,1,0.774764864619101,10.980798462608568,11.089654348747143
manga-10220-6103,1-604951,2,,,10.579246110454188
manga-10220-6104,1-202008,2,0.8222513315745879,10.21698143349938,10.111097773210076
manga-10220-9101,1-201969,2,0.967191795761881,10.403541329001568,10.454118905627235
manga-10220-9102,1-136333,8,0.24134325170670934,8.692892836122072,8.885734846576655
manga-10221-12701,1-229777,4,0.6806703142669974,9.873279863570529,9.908914275657644
manga-10221-12702,1-298600,6,0.3359146868452392,8.649974861027902,8.793657003686668
manga-10221-12703,1-230023,7,48.885121250835944,16.03924551276328,8.80963040798302
manga-10221-12704,1-605125,5,0.39033989344276065,8.506315205365773,8.725727916265088
manga-10221-12705,1-298555,6,0.25830835310487643,8.73084862895763,9.000603250168039
manga-10221-1901,59-57,3,2099.5793000245085,-2888.593249981166,
manga-10221-1902,1-229976,8,1.4062775876982307,10.162911283106727,9.77581280465444
manga-10221-3701,1-298596,1,0.45704073480204954,9.286894751727505,9.753634374609387
manga-10221-3702,1-229965,-5,0.994294626277263,10.389528742266835,10.441687282143272
manga-10221-3703,1-229966,-5,0.9084301203409062,10.183118773741903,10.335166936268358
manga-10221-3704,1-230070,5,0.3814415941525837,9.086438626639772,9.325848030035178
manga-10221-6101,1-229977,7,0.2591638866982393,8.887683624006735,9.102485159325363
manga-10221-6102,1-298623,2,0.4925351562656708,10.606559795399562,10.728275845551462
manga-10221-6103,1-230090,3,0.9331379849709442,10.406120563438535,10.446565125045945
manga-10221-6104,1-298693,2,0.8921469549910341,10.06385128239535,10.180349562393483
manga-10221-9101,1-229796,4,0.751180832140335,10.354067705466093,10.489893822359084
manga-10221-9102,1-584862,11,,,10.983525255681226
manga-10222-12701,1-50542,1,0.8571454613106688,10.298954952939296,10.256518107397012
manga-10222-12702,1-50480,4,0.722595482439921,10.741392990647963,10.811432898626222
manga-10222-12703,1-50666,3,0.6735423696538092,9.465107153593616,9.598550867633557
manga-10222-12704,1-50607,4,0.8586077858874894,10.71834303820869,10.808217727062711
manga-10222-12705,1-50801,5,0.4644977662955512,9.547617199789425,9.738335733668661
manga-10222-1901,1-50814,-5,0.7922685020802476,9.430020286913944,9.599697529776849
manga-10222-1902,1-50669,1,0.5614344368119824,9.253194456831071,9.354719096552143
manga-10222-3701,1-50529,4,0.7268123250081189,11.341841006543294,11.40778507512796
manga-10222-3702,1-50577,-5,1.0112560194733007,10.649311730541116,10.6503522133295
manga-10222-3703,1-50622,-5,1.0121514085691246,10.478841088235853,10.560758824088436
manga-10222-3704,1-50472,3,1.09189646219955,10.911903481938044,10.87483189534676
manga-10222-6101,1-582721,2,0.7434950520747812,10.683606323612583,10.725879793750586
manga-10222-6102,1-50548,6,,,8.836250038756303
manga-10222-6103,1-50537,4,0.7020617579562369,10.659744877272368,10.699777041760008
manga-10222-6104,1-50515,-2,0.9990011096938005,11.066600111762913,11.113853143315492
manga-10222-9101,1-50628,7,0.4029012911760681,9.123661584608676,9.353181211352304
manga-10222-9102,1-50641,5,0.3957835959372815,8.574270920324759,8.819422184418146
manga-10223-12701,1-551444,-5,0.8642602708473213,11.503294487922288,11.597617313014437
manga-10223-12702,1-35586,7,0.3295313253582606,9.404135889964659,9.633449265399436
manga-10223-12703,1-36004,4,0.6272036521389204,9.759119720157194,9.87323978180181
manga-10223-12704,1-108881,6,0.2779247117860244,8.426012451016415,8.673749651921305
manga-10223-12705,1-35953,5,0.37205215720491935,9.498058011840998,9.745877805967483
manga-10223-1901,1-35840,-5,0.8976647383453447,9.433882496105493,9.578547528633152
manga-10223-1902,1-35957,2,0.5318881397536757,9.114602473420343,9.379635419956871
manga-10223-3701,1-35650,11,49.072668131835925,18.316928709863266,11.06240522236812
manga-10223-3702,1-35973,-5,0.6043382571675018,9.390493419576329,9.28585423790175
manga-10223-3703,1-36098,2,0.9593323905796929,9.950686973506055,10.05491550004948
manga-10223-3704,1-35952,1,0.5360049622398364,8.995637965681228,9.238665722967964
manga-10223-6101,1-35897,7,0.31301869755855805,8.532298052045883,8.712036543439373
manga-10223-6102,1-35912,-5,0.8547279468783451,10.601383741547396,10.795339766554656
manga-10223-6103,1-35816,-5,1.0244855787158578,10.900785007622906,10.950178340355315
manga-10223-6104,1-35870,3,0.574457410083749,9.450385941438164,9.618063793819324
manga-10223-9101,1-35876,11,1.1578943818909906,11.002803281611982,10.898770692389157
manga-10223-9102,1-603261,4,0.9180302616458142,9.720277657667573,9.75045053649277
manga-10224-12701,1-35935,8,0.2636528742690487,9.042223933085602,9.129834847617477
manga-10224-12702,1-35923,7,0.23588360352563242,8.569215398763268,8.772741126501467
manga-10224-12703,1-603624,5,0.9835055147001022,10.722128738445932,10.696100280470262
manga-10224-12704,1-36276,5,0.4925862465319746,9.508516224484367,9.735862270520302
manga-10224-12705,1-515765,3,0.9169619375796891,10.755885911206052,10.781244688766442
manga-10224-1901,1-36285,0,0.6665327969250328,9.348069208411541,9.532438413549748
manga-10224-1902,1-36471,-5,0.9579716135108498,9.001487946043971,8.882059257885993
manga-10224-3701,1-35937,-2,1.0173726727149237,10.771356253203304,10.863730786309233
manga-10224-3702,1-35926,4,0.20789053942767666,9.870283442374289,10.112202690730536
manga-10224-3703,1-36317,3,0.520237983666064,9.416207387967301,9.598048180871688
manga-10224-3704,1-108949,0,1.094345290258488,10.423012009615407,10.43394575553803
manga-10224-6101,1-36267,4,0.5730687035108488,9.529238865043972,9.760079285372681
manga-10224-6102,1-36266,-2,1.1690241627421756,10.93249600085031,10.892235447162351
manga-10224-6103,1-36278,5,0.514983596399091,9.50998223907608,9.722151653788945
manga-10224-6104,1-36295,7,0.22623975538759566,9.105815081125819,9.289256639204277
manga-10224-9101,1-582042,5,0.5153222035091254,10.063351677941947,10.187906901969798
manga-10224-9102,1-36258,5,0.7817831750135795,9.71104970984465,9.812781043708913
manga-10225-12701,1-36456,4,0.6364394851382507,9.553083895271705,9.752136835046564
manga-10225-12702,1-36522,7,0.5560638730466856,8.717056676164145,8.934299438180268
manga-10225-12703,1-36562,6,0.3801889193894681,9.387650425085953,9.627433453774705
manga-10225-12704,1-36452,1,1.0171000644550183,10.658351962478996,10.75238652782667
manga-10225-12705,1-36476,-5,0.9899352486937971,10.83868939666291,10.92407811977221
manga-10225-1902,1-36447,1,0.8101325631811669,9.80025394653798,9.923341438923156
manga-10225-3701,1-36457,8,0.4979356208229042,9.354071487833785,9.536461220425313
manga-10225-3703,1-547903,-2,1.0094678731314595,10.75082560739938,10.826563271239985
manga-10225-3704,1-36423,4,0.6113871203990939,9.994463387476083,10.1694598783815
manga-10225-6101,1-36448,7,0.41526455506120286,8.972072823567935,9.222903671530622
manga-10225-6102,1-36298,7,0.2261303692206731,8.850996067817972,9.008953424546181
manga-10225-6104,1-36566,-5,1.0006125834263493,10.312769472403321,10.352961618731
manga-10225-9101,1-36548,2,1.158940246102791,11.40216946276324,11.281408381149925
manga-10225-9102,1-36559,7,0.33614682096990833,9.012183164854955,9.223444019809616
manga-10226-12701,1-36564,0,0.555942648191337,8.78204470855681,9.03150945122613
manga-10226-12702,1-36416,-2,1.0704553128692034,10.485691153366336,10.537978936377337
manga-10226-12703,1-36587,-2,0.9143030783409039,9.5839959315419,9.7498692109827
manga-10226-12704,1-36593,3,0.7307793039250363,10.185775682111545,10.352292525446437
manga-10226-12705,1-603667,5,0.6131918118895676,9.619212327303073,9.852077841118206
manga-10226-1901,1-36417,4,0.5979165762584842,8.800118072215405,9.015456161436777
manga-10226-1902,1-36585,5,-0.3027368299342683,8.437632458549691,8.63286911983147
manga-10226-3701,1-36560,3,0.5691734395448904,8.523647492943532,8.728397615140011
manga-10226-3702,1-36565,9,-0.07029479721086673,8.673187581348571,8.741548666679433
manga-10226-3703,1-36392,2,0.6434978168880612,9.77607638855624,9.870385760521366
manga-10226-3704,1-36386,2,0.8594470610497069,10.291109095238602,10.373981698880032
manga-10226-6101,1-603668,3,0.7898751403990936,8.684309249476083,8.853336148827399
manga-10226-6102,1-548401,2,,,10.399396792103312
manga-10226-6103,1-36571,2,0.38952973224037635,8.707340741949462,8.933849554952959
manga-10226-6104,1-603674,1,,,10.443736931381476
manga-10226-9101,1-36197,3,0.8844630420854358,11.09731258458118,11.176065200605006
manga-10226-9102,1-36420,11,1.0275376572744221,11.051895249749027,11.054402366806569
manga-10492-12701,1-380045,3,,,10.983052260393064
manga-10492-12702,1-380097,3,0.7787824359684912,9.939435914046053,10.076480238457139
manga-10492-12703,1-584822,2,,,10.272117887853884
manga-10492-12704,1-605088,5,,,9.95324006334168
manga-10492-12705,1-584905,3,,,10.604628831032912
manga-10492-1901,1-380334,11,0.5213812368602326,8.715884030681451,8.910882024085607
manga-10492-1902,1-380333,0,1.0157409072547132,10.204207653917532,10.236171836912865
manga-10492-3701,1-584800,-2,,,9.944898507379335
manga-10492-3702,1-379990,1,,,8.718330594628009
manga-10492-3703,1-380384,3,0.8534578902485919,9.164875725730695,9.270394647060433
manga-10492-3704,1-380299,2,1.072660888228878,10.218046322659662,10.169786078640378
manga-10492-6101,1-379811,1,0.8908291236205237,9.536988686817477,9.659111487531089
manga-10492-6102,1-380000,2,1.0266858493582625,10.581259178364661,10.623300989044697
manga-10492-6103,1-605069,1,,,10.151988516548684
manga-10492-6104,1-380032,0,1.0017346750217868,10.373125865825875,10.420793804759628
manga-10492-9101,1-605026,2,,,10.13813210537843
manga-10492-9102,1-380300,3,0.9691731038313876,10.288574013749132,10.356779001243234
manga-10493-12701,1-351890,3,,,10.61206402646829
manga-10493-12702,1-351923,5,,,9.354239092168593
manga-10493-12703,1-352017,6,0.4237991494876425,8.874850133009192,9.10424463083226
manga-10493-12704,1-352066,7,0.8574883810175322,9.53503952849917,9.540726041086469
manga-10493-12705,1-352120,5,0.37853070527113175,9.29591186767999,9.54865593295236
manga-10493-1901,1-352045,-5,1.1115842508121467,10.205954898507672,10.206361661246316
manga-10493-1902,1-352023,0,49.25472298083593,16.81157625576327,9.53923924237364
manga-10493-3701,1-352102,4,0.4905940116470191,10.362932797121292,10.532764567599832
manga-10493-3702,1-548340,-5,0.8705928317421723,11.077588108750305,11.262211330978499
manga-10493-3703,1-352293,0,0.6577896572232014,8.938689157284513,9.082300556381854
manga-10493-3704,1-46056,2,0.7205821685516796,9.633045005515857,9.807808912507173
manga-10493-6101,1-351913,-2,,,10.884983875914434
manga-10493-6102,1-351971,-5,,,10.700400816582418
manga-10493-6103,1-352292,-5,1.277428619070168,11.688900040033047,11.526671333991073
manga-10493-6104,1-352063,1,0.8591052355448916,11.141965116543533,11.18395278626658
manga-10493-9101,1-548337,3,,,9.383044797101757
manga-10493-9102,1-352156,5,0.43284070875367675,8.944467671320343,9.205991553429223
manga-10494-12701,1-352403,1,0.68407792110904,10.705235734667331,10.779996694576914
manga-10494-12702,1-352560,-2,0.9250537600135829,11.808415333344653,11.865575931886937
manga-10494-12703,1-584830,-5,,,10.909393940834848
manga-10494-12704,1-352569,-5,1.0050942313486324,11.35314705531406,11.350445732416757
manga-10494-12705,1-352635,5,0.6643369172744222,10.234935475749026,10.450065803529473
manga-10494-1901,1-379920,-2,0.7559452248376921,9.137329736032154,9.290882328081015
manga-10494-1902,1-379503,-2,0.7758401105465786,10.114093810986551,10.336911805174395
manga-10494-3701,1-352409,3,0.47232751261035233,9.938653324159107,10.126900567124896
manga-10494-3702,1-379941,1,0.8034657770497056,9.2054502908386,9.368614109898411
manga-10494-3703,1-379877,0,0.9708529664753875,10.383596100735506,10.399528355575905
manga-10494-3704,1-352662,3,0.5504782177451908,9.272420526644527,9.46259263800925
manga-10494-6101,1-352513,3,0.6425022369632352,10.289942959620802,10.413318208628962
manga-10494-6102,1-352603,-5,1.0369056556750245,11.155710065311483,11.189341499534263
manga-10494-6103,1-379829,4,0.48039204742984865,10.86780105460661,11.085440432145338
manga-10494-6104,1-352538,-5,0.9851870345040581,10.708520198471646,10.739781135315368
manga-10494-9101,1-379814,4,0.902372039523101,10.161003729617654,10.266071688751792
manga-10494-9102,1-379865,3,0.8404465133295886,9.972857295868055,10.081491328525699
manga-10495-12701,1-45571,2,0.9125019331196604,11.433228750676927,11.36196002707323
manga-10495-12702,1-45704,-5,0.9992021871239132,10.926315324003633,10.945427714226868
manga-10495-12703,1-548314,-2,1.0799129012955504,11.188510428289423,11.087362533275025
manga-10495-12704,1-45208,3,0.7987186890837492,10.185212800338162,10.286752784726541
manga-10495-12705,1-46266,3,0.5799981113948363,9.988660083649371,10.135635060501116
manga-10495-1901,1-45281,3,,,10.337275520853915
manga-10495-1902,1-45690,-2,1.1443453642772532,10.627408898066829,10.571172910229627
manga-10495-3701,1-45554,-5,1.011229055722648,10.51589236699523,10.511550497062427
manga-10495-3702,1-45643,5,0.38191930550943454,9.922505255935073,10.172407337909087
manga-10495-3703,1-45694,-2,0.9746178246937944,10.414874518262907,10.503459730784733
manga-10495-3704,1-548285,-5,0.9671210453453476,11.254746669805495,11.278979832301403
manga-10495-6101,1-548290,-2,1.0044021307423563,11.399595180326724,11.379698833968556
manga-10495-6102,1-45702,1,1.0332398394996183,10.447953248388288,10.49923193447383
manga-10495-6103,1-45249,2,,,10.334769304233069
manga-10495-6104,1-45698,-5,0.8562214264944323,10.513803372381515,10.657287287358278
manga-10495-9101,1-45641,5,0.6807397758874885,10.38744434720869,10.545851190257263
manga-10495-9102,1-45514,0,1.0791549688526914,11.416092903006637,11.244118716721612
manga-10496-12701,1-122535,2,,,10.513369443369697
manga-10496-12702,1-122623,3,0.8856513844413492,11.090227294235946,11.146614793037836
manga-10496-12703,1-72413,7,0.1664337990612026,8.542934863967933,8.658110652624154
manga-10496-12704,1-122711,3,0.058194450697509836,9.91435339326262,10.11247093933814
manga-10496-12705,1-72416,5,0.3345802202832928,9.884056424215736,10.086722777637348
manga-10496-1901,1-122869,2,1.0662716572498105,10.615539585444145,10.638525197079776
manga-10496-1902,1-122783,0,1.1197232287498977,10.702687472922465,10.624552285296735
manga-10496-3701,1-122684,-2,0.878919098435972,11.165879806232985,11.305215900041336
manga-10496-3702,1-548653,1,0.9155611161593775,9.956135695512103,10.041937185847368
manga-10496-3703,1-122708,-2,0.9680517896621126,10.500239135532553,10.59924862623103
manga-10496-3704,1-122768,0,1.033437540352132,10.47744972701735,10.47698515445851
manga-10496-6101,1-154273,4,,,9.933587498089945
manga-10496-6102,1-72402,7,0.20809834166276886,9.17987296689826,9.391882106939695
manga-10496-6103,1-122625,4,0.3759271395087609,9.14935502014958,9.349343589612728
manga-10496-6104,1-154281,-5,0.9478349636355183,11.484688795471026,11.519117584310886
manga-10496-9101,1-72421,-2,0.8975840131208983,11.132010695309415,11.248654843489089
manga-10496-9102,1-122507,4,0.5691774603749522,9.294041615061236,9.530085664918149
manga-10497-12701,1-383145,3,0.6610927403840954,8.556592804822529,8.758956530129057
manga-10497-12702,1-383052,-5,0.83042877636505,11.313713726776518,11.385035775845058
manga-10497-12703,1-383040,3,0.6031655113800483,9.637697679930072,9.8151073399943
manga-10497-12704,1-412407,-5,0.9565602576355197,11.430557090871027,11.449722091117307
manga-10497-12705,1-412212,4,0.5797839418602351,9.448586346181454,9.648094473417187
manga-10497-1901,1-412352,-2,0.7648673976982323,9.403935954106728,9.561348288609254
manga-10497-1902,1-412272,-5,,,10.133628312736946
manga-10497-3701,1-383151,4,0.43945109738617916,9.138047806016917,9.38590820881178
manga-10497-3702,1-605013,1,1.2225269649391777,10.7647641634237,10.673469722723192
manga-10497-3703,1-412398,-5,0.3347615291913364,8.809635345656812,9.021697746287764
manga-10497-3704,1-412393,4,0.7783395586900248,9.197797687265037,9.38821313703101
manga-10497-6101,1-383135,2,,,10.587502184161522
manga-10497-6102,1-412366,-2,1.0369162021314615,11.317926101299381,11.366717990443846
manga-10497-6103,1-412397,8,0.5501080994918048,9.159416362997963,9.406398798827473
manga-10497-6104,1-383050,2,0.5592783731579622,9.537583746903202,9.770752627805328
manga-10497-9101,1-412264,-5,0.9949472858102624,11.310519851808738,11.380223908449272
manga-10497-9102,1-584805,3,,,10.992393554904856
